president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Weak,Morning Consult,,3/27/2026,3/29/2026,2203.0, RV,0.4462585,0.0,,17.0,11.0,6.0,16.19894,11.34449,4.85445,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/29/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,Public Affairs Council,3/26/2026,3/28/2026,2202.0, A,0.3153648,0.0,,40.0,53.0,-13.0,38.15903,54.89645,-16.73742,https://pac.org/public-affairs-pulse-survey-2026,3/28/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,Morning Consult,Public Affairs Council,3/26/2026,3/28/2026,2202.0, A,0.5550838,0.0,,40.0,53.0,-13.0,38.2379,55.92382,-17.68592,https://pac.org/public-affairs-pulse-survey-2026,3/28/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,Morning Consult,Public Affairs Council,3/26/2026,3/28/2026,2202.0, A,0.44407,0.0,,20.0,40.0,-20.0,19.00387,41.46063,-22.45676,https://pac.org/public-affairs-pulse-survey-2026,3/28/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,Morning Consult,Public Affairs Council,3/26/2026,3/28/2026,2202.0, A,0.44407,0.0,,20.0,13.0,7.0,19.19894,13.34449,5.85445,https://pac.org/public-affairs-pulse-survey-2026,3/28/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,TIPP Insights,,3/26/2025,3/28/2025,1452.0, A,1.563676,0.0,,44.0,45.0,-1.0,44.82404,47.68504,-2.861,https://tippinsights.com/alls-well-that-begins-well-tipp-poll-confirms-trumps-solid-start/,3/28/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.5917561,0.0,,50.0,50.0,0.0,51.70536,48.78253,2.922829,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/28/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.74882,0.0,,53.0,47.0,6.0,53.18638,46.85695,6.32943,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/29/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,TIPP Insights,,3/26/2025,3/28/2025,1452.0, A,1.673244,0.0,,44.0,45.0,-1.0,43.75515,48.24166,-4.486511,https://tippinsights.com/alls-well-that-begins-well-tipp-poll-confirms-trumps-solid-start/,3/28/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/24/2025,3/28/2025,1500.0, LV,0.1601856,0.0,True,50.0,48.0,2.0,46.44522,49.81617,-3.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/28/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Targoz Market Research,Overton Insights,3/24/2025,3/28/2025,1200.0, RV,0.951969,0.0,,27.0,40.0,-13.0,28.60173,40.2439,-11.64217,https://overtoninsights.com/wp-content/uploads/2025/04/Overton-Insights-Poll-April-2025-Crosstabs-Party-Ideology-2024-Vote-1.pdf,3/29/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.6006274,0.0,,31.0,40.0,-9.0,33.2123,39.09587,-5.883572,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/29/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Targoz Market Research,Overton Insights,3/24/2025,3/28/2025,1200.0, RV,0.951969,0.0,,46.0,51.0,-5.0,46.45429,50.4105,-3.956211,https://overtoninsights.com/wp-content/uploads/2025/04/Overton-Insights-Poll-April-2025-Crosstabs-Party-Ideology-2024-Vote-1.pdf,3/28/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.5917561,0.0,,50.0,50.0,0.0,50.14396,49.63005,0.5139084,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/28/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/24/2025,3/28/2025,1500.0, LV,0.1601856,0.0,True,50.0,48.0,2.0,47.25449,49.54536,-2.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/28/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.6006274,0.0,,19.0,11.0,8.0,18.67801,11.07862,7.599391,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/29/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Weak,Targoz Market Research,Overton Insights,3/24/2025,3/28/2025,1200.0, RV,0.951969,0.0,,19.0,10.0,9.0,17.68401,9.391194,8.292815,https://overtoninsights.com/wp-content/uploads/2025/04/Overton-Insights-Poll-April-2025-Crosstabs-Party-Ideology-2024-Vote-1.pdf,3/29/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.6212223,0.0,,48.0,52.0,-4.0,49.13036,52.14878,-3.018421,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/29/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,YouGov,CBS News,3/27/2025,3/28/2025,2609.0, A,0.6212223,0.0,,44.0,56.0,-12.0,44.45558,55.6594,-11.20382,https://www.scribd.com/document/844532642/cbsnews-20250330-SUN-1,3/29/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Targoz Market Research,Overton Insights,3/24/2025,3/28/2025,1200.0, RV,0.951969,0.0,,46.0,51.0,-5.0,46.12818,50.39299,-4.264809,https://overtoninsights.com/wp-content/uploads/2025/04/Overton-Insights-Poll-April-2025-Crosstabs-Party-Ideology-2024-Vote-1.pdf,3/28/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/23/2026,3/27/2026,1500.0, LV,0.1601087,0.0,True,43.0,56.0,-13.0,39.44522,57.81617,-18.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/27/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/23/2026,3/27/2026,1500.0, LV,0.1601087,0.0,True,43.0,56.0,-13.0,40.25449,57.54536,-17.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/27/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Immigration,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,1.103595,0.0,,53.0,42.0,11.0,50.98205,44.84189,6.140163,https://harvardharrispoll.com/key-results-march-5/,3/28/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Economy,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,1.103595,0.0,,45.0,49.0,-4.0,43.30074,51.46267,-8.16193,https://harvardharrispoll.com/key-results-march-5/,3/28/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,3/25/2025,3/27/2025,1001.0, RV,0.8739285,0.0,,45.0,46.0,-1.0,45.40897,49.59573,-4.18676,https://jlpartners.com/trump-tracker-march-2025,3/27/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/21/2025,3/27/2025,1500.0, LV,0.3397174,0.0,True,50.0,49.0,1.0,46.44522,50.81617,-4.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/27/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,3/18/2025,3/27/2025,2000.0, RV,0.6836272,0.0,,22.0,11.0,11.0,18.39523,10.4334,7.961829,https://napolitannews.org/posts/president-trump-job-approval-rating-52-percent-approve-45-disapprove,3/28/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,Marquette University Law School,,3/17/2025,3/27/2025,712.0, RV,1.367478,0.0,,48.0,52.0,-4.0,47.61535,50.77957,-3.164223,https://www.marquette.edu/news-center/2025/marquette-law-school-national-survey-finds-public-skeptical-of-tariffs-inflation-trends-positive-on-nation-s-direction.php,3/27/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,0.9639662,0.0,,49.0,46.0,3.0,47.0556,48.3953,-1.339703,https://harvardharrispoll.com/key-results-march-5/,3/27/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,3/23/2025,3/27/2025,1777.0, LV,0.9376359,0.0,True,35.0,41.0,-6.0,30.94841,42.51574,-11.56733,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_23_27_2025,3/28/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,1.103595,0.0,,19.0,10.0,9.0,17.89209,8.742407,9.149683,https://harvardharrispoll.com/key-results-march-5/,3/28/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,3/18/2025,3/27/2025,2000.0, RV,0.6781808,0.0,,52.0,45.0,7.0,48.54652,47.42854,1.117981,https://napolitannews.org/posts/president-trump-job-approval-rating-52-percent-approve-45-disapprove,3/27/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,1.103595,0.0,,31.0,36.0,-5.0,30.30336,40.00102,-9.697659,https://harvardharrispoll.com/key-results-march-5/,3/28/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,3/18/2025,3/27/2025,2000.0, RV,0.6836272,0.0,,30.0,34.0,-4.0,29.62154,37.64091,-8.019371,https://napolitannews.org/posts/president-trump-job-approval-rating-52-percent-approve-45-disapprove,3/28/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,J.L. Partners,Daily Mail,3/25/2025,3/27/2025,1001.0, RV,0.8739285,0.0,,28.0,37.0,-9.0,28.91854,40.82454,-11.906,https://jlpartners.com/trump-tracker-march-2025,3/28/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,3/23/2025,3/27/2025,1777.0, LV,0.9376359,0.0,True,14.0,8.0,6.0,14.93477,8.603076,6.331694,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_23_27_2025,3/28/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,Marquette University Law School,,3/17/2025,3/27/2025,1021.0, A,1.556929,0.0,,46.0,54.0,-8.0,44.94648,52.64761,-7.70113,https://www.marquette.edu/news-center/2025/marquette-law-school-national-survey-finds-public-skeptical-of-tariffs-inflation-trends-positive-on-nation-s-direction.php,3/27/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Trade,Data for Progress,,3/26/2025,3/27/2025,1232.0, LV,0.9296043,0.0,,42.0,51.0,-9.0,41.70129,52.174,-10.47271,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,3/28/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Weak,J.L. Partners,Daily Mail,3/25/2025,3/27/2025,1001.0, RV,0.8739285,0.0,,17.0,9.0,8.0,16.10202,9.379149,6.722871,https://jlpartners.com/trump-tracker-march-2025,3/28/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,3/25/2025,3/27/2025,1001.0, RV,0.8739285,0.0,,45.0,46.0,-1.0,44.82507,49.84651,-5.021442,https://jlpartners.com/trump-tracker-march-2025,3/27/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Marquette University Law School,,3/17/2025,3/27/2025,1021.0, A,1.556929,0.0,,46.0,54.0,-8.0,45.876,52.15178,-6.27578,https://www.marquette.edu/news-center/2025/marquette-law-school-national-survey-finds-public-skeptical-of-tariffs-inflation-trends-positive-on-nation-s-direction.php,3/27/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/21/2025,3/27/2025,1500.0, LV,0.3397174,0.0,True,50.0,49.0,1.0,47.25449,50.54536,-3.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/27/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Economy,Data for Progress,,3/26/2025,3/27/2025,1232.0, LV,0.79281,0.0,,45.0,48.0,-3.0,44.25781,49.20828,-4.95047,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,3/28/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,1.103595,0.0,,43.0,50.0,-7.0,39.62093,54.03917,-14.41824,https://harvardharrispoll.com/key-results-march-5/,3/28/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Weak,Marquette University Law School,,3/17/2025,3/27/2025,1021.0, A,1.556929,0.0,,20.0,13.0,7.0,17.53712,10.94631,6.590811,https://www.marquette.edu/news-center/2025/marquette-law-school-national-survey-finds-public-skeptical-of-tariffs-inflation-trends-positive-on-nation-s-direction.php,3/28/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Cost,Data for Progress,,3/26/2025,3/27/2025,1232.0, LV,0.9296043,0.0,,41.0,53.0,-12.0,40.6656,53.68531,-13.01971,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,3/28/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Strong,Marquette University Law School,,3/17/2025,3/27/2025,1021.0, A,1.556929,0.0,,26.0,41.0,-15.0,28.49944,41.54233,-13.04289,https://www.marquette.edu/news-center/2025/marquette-law-school-national-survey-finds-public-skeptical-of-tariffs-inflation-trends-positive-on-nation-s-direction.php,3/28/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Harris Insights & Analytics,Harvard CAPS,3/26/2025,3/27/2025,2746.0, RV,0.9639662,0.0,,49.0,46.0,3.0,47.07189,48.36546,-1.293568,https://harvardharrispoll.com/key-results-march-5/,3/27/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,3/18/2025,3/27/2025,2000.0, RV,0.6781808,0.0,,52.0,45.0,7.0,47.76892,47.69074,0.0781822,https://napolitannews.org/posts/president-trump-job-approval-rating-52-percent-approve-45-disapprove,3/27/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,1475.0, LV,1.077302,0.0,,46.0,52.0,-6.0,44.0556,54.3953,-10.3397,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,43.0,53.0,-10.0,41.07189,55.36546,-14.29357,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,41.0,53.0,-12.0,39.56734,55.37928,-15.81194,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,3/18/2026,3/26/2026,3000.0, RV,0.7651289,0.0,,23.0,43.0,-20.0,22.62154,46.64091,-24.01937,https://napolitannews.org/jobapproval,3/26/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/20/2026,3/26/2026,1500.0, LV,0.3398931,0.0,True,44.0,55.0,-11.0,41.25449,56.54536,-15.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/26/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Quantus Insights,,3/25/2026,3/26/2026,1472.0, LV,1.087916,0.0,,37.7,50.5,-12.8,30.81722,48.16489,-17.34767,https://quantusinsights.org/f/new-quantus-survey-a-sour-national-mood-and-a-midterm-warning,3/26/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,40.0,54.0,-14.0,38.30074,56.46267,-18.16193,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,3/18/2026,3/26/2026,3000.0, RV,0.7651289,0.0,,45.0,54.0,-9.0,41.54652,56.42854,-14.88202,https://napolitannews.org/jobapproval,3/26/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/20/2026,3/26/2026,1500.0, LV,0.3398931,0.0,True,44.0,55.0,-11.0,40.44522,56.81617,-16.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/26/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,24.0,41.0,-17.0,23.30336,45.00102,-21.69766,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,3/18/2026,3/26/2026,3000.0, RV,0.7651289,0.0,,45.0,54.0,-9.0,40.76892,56.69074,-15.92182,https://napolitannews.org/jobapproval,3/26/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,3/22/2026,3/26/2026,1873.0, LV,0.8507609,0.0,,15.0,9.0,6.0,15.93477,9.603076,6.331694,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_22_26_2026,3/26/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,3/18/2026,3/26/2026,3000.0, RV,0.7651289,0.0,,22.0,11.0,11.0,18.39523,10.4334,7.961829,https://napolitannews.org/jobapproval,3/26/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Weak,Quantus Insights,,3/25/2026,3/26/2026,1472.0, LV,1.087916,0.0,,4.5,6.1,-1.6,9.884924,9.279952,0.6049719,https://quantusinsights.org/f/new-quantus-survey-a-sour-national-mood-and-a-midterm-warning,3/26/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,46.0,48.0,-2.0,43.98205,50.84189,-6.859837,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,Quantus Insights,,3/25/2026,3/26/2026,1472.0, LV,1.087916,0.0,,42.2,56.6,-14.4,40.64581,57.28631,-16.6405,https://quantusinsights.org/f/new-quantus-survey-a-sour-national-mood-and-a-midterm-warning,3/26/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,3/22/2026,3/26/2026,1873.0, LV,0.8507609,0.0,,28.0,46.0,-18.0,23.94841,47.51574,-23.56733,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_22_26_2026,3/26/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,19.0,12.0,7.0,17.89209,10.74241,7.14968,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Cost,Harris Insights & Analytics,Harvard CAPS,3/25/2026,3/26/2026,2009.0, RV,1.148939,0.0,,38.0,56.0,-18.0,34.62093,60.03917,-25.41824,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/26/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),Voters,Quantus Insights,,3/25/2026,3/26/2026,1472.0, LV,1.087916,0.0,,42.2,56.6,-14.4,41.25116,56.97016,-15.719,https://quantusinsights.org/f/new-quantus-survey-a-sour-national-mood-and-a-midterm-warning,3/26/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/20/2025,3/26/2025,1500.0, LV,0.1135093,0.0,True,51.0,48.0,3.0,47.44522,49.81617,-2.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/26/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/20/2025,3/26/2025,1500.0, LV,0.1135093,0.0,True,51.0,48.0,3.0,48.25449,49.54536,-1.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,3/26/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Economy,University of Massachusetts (Amherst),,3/20/2026,3/25/2026,1000.0, A,0.9914678,0.0,,30.0,61.0,-31.0,31.94827,60.53149,-28.58322,https://www.umass.edu/political-science/about/reports/2026-0#toc-toplines-and-crosstabs,3/25/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/19/2026,3/25/2026,1500.0, LV,0.1135858,0.0,True,44.0,55.0,-11.0,40.44522,56.81617,-16.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/25/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,University of Massachusetts (Amherst),,3/20/2026,3/25/2026,1000.0, A,0.9914678,0.0,,28.0,64.0,-36.0,30.42458,62.0046,-31.58002,https://www.umass.edu/political-science/about/reports/2026-0#toc-toplines-and-crosstabs,3/25/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Cost,University of Massachusetts (Amherst),,3/20/2026,3/25/2026,1000.0, A,0.9914678,0.0,,24.0,71.0,-47.0,26.00393,69.04678,-43.04285,https://www.umass.edu/political-science/about/reports/2026-0#toc-toplines-and-crosstabs,3/25/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),Immigration,University of Massachusetts (Amherst),,3/20/2026,3/25/2026,1000.0, A,0.9914678,0.0,,35.0,60.0,-25.0,36.55982,58.75863,-22.19881,https://www.umass.edu/political-science/about/reports/2026-0#toc-toplines-and-crosstabs,3/25/2026,10:01:44 12 Jul 2026
